"ID","ip","score","level","data","ts"
1895,"114.142.172.39",10,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""FS Fastslide"",""orig"":""Forwards | FS Fastslide | Forwards"",""points"":""3""}],""skipped"":[{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""Acid to 180 out"",""orig"":""Forwards | Acid | Inspin 180"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""FS Fastslide"",""orig"":""Forwards | FS Fastslide | Forwards"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-01-23 15:20:41"
1905,"187.190.165.145",14,"","{""tricks"":{""tricks"":[{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""FS Tabernacle"",""orig"":""Forwards | FS Tabernacle"",""points"":""2""},{""parsed"":""True Acid to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Acid | Inspin 180"",""points"":""3""},{""parsed"":""True Makio to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""FS Pudslide"",""orig"":""Forwards | FS Pudslide | Forwards"",""points"":""3""}],""skipped"":[{""parsed"":""PStar to 180 out"",""orig"":""Forwards | PStar | Inspin 180"",""points"":""3""},{""parsed"":""FS Tabernacle"",""orig"":""Forwards | FS Tabernacle"",""points"":""2""},{""parsed"":""True Acid to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Acid | Inspin 180"",""points"":""3""},{""parsed"":""True Makio to 180 rewind out"",""orig"":""Forwards | Outspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""FS Pudslide"",""orig"":""Forwards | FS Pudslide | Forwards"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-01-24 04:41:43"
1915,"177.241.32.210",9,"","{""tricks"":{""tricks"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar"",""orig"":""Forwards | Outspin 180 | PStar"",""points"":""3""},{""parsed"":""AO X-Grind to 180 rewind out"",""orig"":""Forwards | Inspin 180 | X-Grind | Outspin 180 "",""points"":""4""}],""skipped"":[{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""True PStar"",""orig"":""Forwards | Outspin 180 | PStar"",""points"":""3""},{""parsed"":""AO X-Grind to 180 rewind out"",""orig"":""Forwards | Inspin 180 | X-Grind | Outspin 180 "",""points"":""4""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-01-24 06:33:06"
1925,"201.162.226.206",9,"","{""tricks"":{""tricks"":[{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""X-Grind"",""orig"":""Forwards | X-Grind"",""points"":""2""},{""parsed"":""BS Unity to Fakie out"",""orig"":""Forwards | BS Unity | Fakie"",""points"":""2""},{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""Mizou to 180 out"",""orig"":""Forwards | Mizou | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-01-24 18:37:50"
1935,"187.190.165.145",10,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""FS Unity"",""orig"":""Forwards | FS Unity | Forwards"",""points"":""2""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""}],""skipped"":[{""parsed"":""AO Soul to 180 out"",""orig"":""Forwards | Inspin 180 | Soul | Inspin 180"",""points"":""3""},{""parsed"":""Torque Soul"",""orig"":""Forwards | Torque Soul"",""points"":""2""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""},{""parsed"":""FS Unity"",""orig"":""Forwards | FS Unity | Forwards"",""points"":""2""},{""parsed"":""True Mizou"",""orig"":""Forwards | Outspin 180 | Mizou"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-01-30 21:04:24"
1945,"131.196.112.31",4,"","{""tricks"":{""tricks"":[{""parsed"":""True Soul to 180 out"",""orig"":""Forwards | Outspin 180 | Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}],""skipped"":[{""parsed"":""True Soul to 180 out"",""orig"":""Forwards | Outspin 180 | Soul | Outspin 180 "",""points"":""3""},{""parsed"":""Makio"",""orig"":""Forwards | Makio"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-01-31 23:01:33"
1955,"107.126.28.41",8,"","{""tricks"":{""tricks"":[{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""AO PStar to 180 out"",""orig"":""Forwards | Inspin 180 | PStar | Inspin 180"",""points"":""4""},{""parsed"":""FS Torque to Fakie out"",""orig"":""Forwards | FS Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-05 09:56:57"
1965,"107.126.28.41",12,"","{""tricks"":{""tricks"":[{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""},{""parsed"":""AO FS Tabernacle"",""orig"":""Forwards | Inspin 180 | FS Tabernacle"",""points"":""3""}],""skipped"":[{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""},{""parsed"":""BS Torque"",""orig"":""Forwards | BS Torque | Forwards"",""points"":""2""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""X-Grind to 180 out"",""orig"":""Forwards | X-Grind | Inspin 180"",""points"":""3""},{""parsed"":""AO FS Tabernacle"",""orig"":""Forwards | Inspin 180 | FS Tabernacle"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-05 10:02:20"
1975,"148.252.128.220",4,"","{""tricks"":{""tricks"":[{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}],""skipped"":[{""parsed"":""BS Full Torque"",""orig"":""Forwards | BS Full Torque | Forwards"",""points"":""2""},{""parsed"":""Makio to 180 out"",""orig"":""Forwards | Makio | Inspin 180"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-06 23:03:02"
1985,"24.84.159.44",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2022-02-09 16:27:36"
1995,"185.45.238.144",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2022-02-10 21:34:07"
2005,"185.45.238.144",8,"","{""tricks"":{""tricks"":[{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}],""skipped"":[{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""Soul"",""orig"":""Forwards | Soul"",""points"":""1""},{""parsed"":""Mistrial"",""orig"":""Forwards | Mistrial"",""points"":""2""},{""parsed"":""Mizou"",""orig"":""Forwards | Mizou"",""points"":""1""},{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-10 21:34:56"
2015,"2.125.226.192",35,"","{""tricks"":{""tricks"":[{""parsed"":""True Fullcab 720 BS Byn Soul to 180 rewind out"",""orig"":""Fakie | Outspin 720 | None BS Byn Soul | Inspin 180"",""points"":""8""},{""parsed"":""True Rough Open Book to 720 out"",""orig"":""Forwards | Outspin 180 | Rough Open Book | Outspin 720"",""points"":""9""},{""parsed"":""Tough Top Torque Soul to 180 out"",""orig"":""Forwards | Tough Topside Torque Soul | Inspin 180"",""points"":""5""},{""parsed"":""630 BS Unity to Fakie out"",""orig"":""Forwards | Inspin 630 | None BS Unity | Fakie"",""points"":""6""},{""parsed"":""810 FS Royale"",""orig"":""Forwards | Inspin 810 | None FS Royale | Forwards"",""points"":""7""}],""skipped"":[{""parsed"":""True Fullcab 720 BS Byn Soul to 180 rewind out"",""orig"":""Fakie | Outspin 720 | None BS Byn Soul | Inspin 180"",""points"":""8""},{""parsed"":""True Rough Open Book to 720 out"",""orig"":""Forwards | Outspin 180 | Rough Open Book | Outspin 720"",""points"":""9""},{""parsed"":""Tough Top Torque Soul to 180 out"",""orig"":""Forwards | Tough Topside Torque Soul | Inspin 180"",""points"":""5""},{""parsed"":""630 BS Unity to Fakie out"",""orig"":""Forwards | Inspin 630 | None BS Unity | Fakie"",""points"":""6""},{""parsed"":""810 FS Royale"",""orig"":""Forwards | Inspin 810 | None FS Royale | Forwards"",""points"":""7""}]},""config"":{""level"":""4"",""spins"":""5""}}","2022-02-10 23:56:40"
2025,"178.197.208.48",9,"","{""tricks"":{""tricks"":[{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""BS Torque to Fakie out"",""orig"":""Forwards | BS Torque | Fakie"",""points"":""2""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""},{""parsed"":""FS Royale to Fakie out"",""orig"":""Forwards | FS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-11 14:59:10"
2035,"178.197.209.48",13,"","{""tricks"":{""tricks"":[{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""FS Wheelbarrow to 360 out"",""orig"":""Forwards | None FS Wheelbarrow | Inspin 360"",""points"":""4""},{""parsed"":""Top Soul"",""orig"":""Forwards | Topside Soul"",""points"":""2""},{""parsed"":""Soyale to 360 rewind out"",""orig"":""Forwards | Inspin 180 | None Torque Soul | Outspin 360"",""points"":""5""}],""skipped"":[{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""FS Wheelbarrow to 360 out"",""orig"":""Forwards | None FS Wheelbarrow | Inspin 360"",""points"":""4""},{""parsed"":""Top Soul"",""orig"":""Forwards | Topside Soul"",""points"":""2""},{""parsed"":""Soyale to 360 rewind out"",""orig"":""Forwards | Inspin 180 | None Torque Soul | Outspin 360"",""points"":""5""}]},""config"":{""level"":""2"",""spins"":""5""}}","2022-02-11 15:32:07"
2045,"178.197.209.48",14,"","{""tricks"":{""tricks"":[{""parsed"":""BS Savannah to Fakie out"",""orig"":""Forwards | None BS Savannah | Fakie"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | None PStar"",""points"":""2""},{""parsed"":""Grab BS Backslide to 270 out"",""orig"":""Forwards | Grab BS Backslide | 270"",""points"":""5""},{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""BS Cab driver"",""orig"":""Forwards | None BS Cab driver | Forwards"",""points"":""3""}],""skipped"":[{""parsed"":""BS Savannah to Fakie out"",""orig"":""Forwards | None BS Savannah | Fakie"",""points"":""2""},{""parsed"":""PStar"",""orig"":""Forwards | None PStar"",""points"":""2""},{""parsed"":""Grab BS Backslide to 270 out"",""orig"":""Forwards | Grab BS Backslide | 270"",""points"":""5""},{""parsed"":""BS Unity"",""orig"":""Forwards | None BS Unity | Forwards"",""points"":""2""},{""parsed"":""BS Cab driver"",""orig"":""Forwards | None BS Cab driver | Forwards"",""points"":""3""}]},""config"":{""level"":""2"",""spins"":""5""}}","2022-02-11 15:32:37"
2055,"178.197.209.48",16,"","{""tricks"":{""tricks"":[{""parsed"":""Backside"",""orig"":""Forwards | None Backside | Forwards"",""points"":""1""},{""parsed"":""Hurricane Sweatstance"",""orig"":""Forwards | Outspin 360 | Topside Mizou"",""points"":""4""},{""parsed"":""Misfit to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Mistrial | Inspin 180"",""points"":""5""},{""parsed"":""BS Royale to 270 out"",""orig"":""Forwards | None BS Royale | 270"",""points"":""4""},{""parsed"":""BS Backslide to Fakie out"",""orig"":""Forwards | None BS Backslide | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Backside"",""orig"":""Forwards | None Backside | Forwards"",""points"":""1""},{""parsed"":""Hurricane Sweatstance"",""orig"":""Forwards | Outspin 360 | Topside Mizou"",""points"":""4""},{""parsed"":""Misfit to 180 out"",""orig"":""Forwards | Inspin 180 | Topside Mistrial | Inspin 180"",""points"":""5""},{""parsed"":""BS Royale to 270 out"",""orig"":""Forwards | None BS Royale | 270"",""points"":""4""},{""parsed"":""BS Backslide to Fakie out"",""orig"":""Forwards | None BS Backslide | Fakie"",""points"":""2""}]},""config"":{""level"":""2"",""spins"":""5""}}","2022-02-11 15:33:13"
2065,"90.216.174.118",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2022-02-12 08:37:40"
2075,"84.10.104.5",0,"","{""config"":{""level"":""1"",""spins"":""5""}}","2022-02-15 07:29:25"
2085,"177.245.203.146",5,"","{""tricks"":{""tricks"":[{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""AO Makio"",""orig"":""Forwards | Inspin 180 | Makio"",""points"":""2""},{""parsed"":""Backside to Fakie out"",""orig"":""Forwards | Backside | Fakie"",""points"":""1""},{""parsed"":""BS Royale to Fakie out"",""orig"":""Forwards | BS Royale | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-16 23:03:28"
2095,"174.198.14.136",3,"","{""tricks"":{""tricks"":[{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""}],""skipped"":[{""parsed"":""AO Makio to 180 out"",""orig"":""Forwards | Inspin 180 | Makio | Inspin 180"",""points"":""3""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-18 18:12:48"
2105,"87.88.164.207",1,"","{""tricks"":{""tricks"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""}],""skipped"":[{""parsed"":""Backside"",""orig"":""Forwards | Backside | Forwards"",""points"":""1""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-19 13:28:03"
2115,"172.58.7.203",16,"","{""tricks"":{""tricks"":[{""parsed"":""AO Grab Makio to 540 out"",""orig"":""Forwards | Inspin 180 | Grab Makio | Inspin 540"",""points"":""6""},{""parsed"":""True Fullcab Top Acid"",""orig"":""Fakie | Outspin 360 | Topside Acid"",""points"":""5""},{""parsed"":""AO Tough Mistrial"",""orig"":""Forwards | Inspin 180 | Tough Mistrial"",""points"":""5""}],""skipped"":[{""parsed"":""AO Grab Makio to 540 out"",""orig"":""Forwards | Inspin 180 | Grab Makio | Inspin 540"",""points"":""6""},{""parsed"":""True Fullcab Top Acid"",""orig"":""Fakie | Outspin 360 | Topside Acid"",""points"":""5""},{""parsed"":""AO Tough Mistrial"",""orig"":""Forwards | Inspin 180 | Tough Mistrial"",""points"":""5""}]},""config"":{""level"":""3"",""spins"":""5""}}","2022-02-20 07:39:47"
2125,"185.45.238.144",12,"","{""tricks"":{""tricks"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""FS Cab driver"",""orig"":""Forwards | FS Cab driver | Forwards"",""points"":""3""},{""parsed"":""AO X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | X-Grind | Inspin 180"",""points"":""4""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""}],""skipped"":[{""parsed"":""AO Soul"",""orig"":""Forwards | Inspin 180 | Soul"",""points"":""2""},{""parsed"":""Frontside"",""orig"":""Forwards | Frontside | Forwards"",""points"":""1""},{""parsed"":""FS Cab driver"",""orig"":""Forwards | FS Cab driver | Forwards"",""points"":""3""},{""parsed"":""AO X-Grind to 180 out"",""orig"":""Forwards | Inspin 180 | X-Grind | Inspin 180"",""points"":""4""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-02-20 20:54:08"
2135,"212.129.87.74",9,"","{""tricks"":{""tricks"":[{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}],""skipped"":[{""parsed"":""Acid"",""orig"":""Forwards | Acid"",""points"":""1""},{""parsed"":""BS Royale"",""orig"":""Forwards | BS Royale | Forwards"",""points"":""2""},{""parsed"":""FS Torque"",""orig"":""Forwards | FS Torque | Forwards"",""points"":""2""},{""parsed"":""Soul to 180 out"",""orig"":""Forwards | Soul | Inspin 180"",""points"":""2""},{""parsed"":""FS Full Torque to Fakie out"",""orig"":""Forwards | FS Full Torque | Fakie"",""points"":""2""}]},""config"":{""level"":""1"",""spins"":""5""}}","2022-03-01 20:08:37"
